Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_text,job_state,same_state,age,python_yn,rstudio_yn,r_yn,spark_yn,aws_yn,excel_yn
Data Scientist,$75K-$127K (Glassdoor Est.),"Lead, collaborate and join integrated teams that apply advanced methods, theories, and research techniques in the investigation and solution development of complex data analysis problems. As a data scientist, you will help teams’ advance complex analysis, design, development, and testing of scalable end-to-end data pipelines from prototype to production, that include data analysis, visualization, and machine learning. At Fortego, you will embark on a journey of exciting, impactful & highly technical work with good people that treat you like family.

If that sounds like you, and you’ve got the skills and qualifications listed below with a TS/SCI with a Polygraph, we encourage you to apply.
We are looking for junior, mid-level or senior-level data scientists with the following:
Demonstrated software development experience with Python in a Unix environment.
Practical knowledge in Python Machine Learning and Data Visualization
Practical knowledge in Data ETL such as working with: Data loading from SQL, CSV, JSON, Excel, etc., Web scraping (Beautiful Soup, Scrapy, etc.) and Data Wrangling/Cleaning
Experience using the Unix command line.
Proficiency in statistical packages using any of the following: Python, R, STATA, SPSS, etc.
Candidate may have some practical knowledge in these skill sets (not required, but helpful):
Using the Atlassian Tool Suite.
Continuous integration /continuous delivery (CI/CD)
Working knowledge with other object-oriented programming languages such as Java or C++
Working knowledge with Front-end data visualization libraries (i.e., D3.js; Raphael.js, etc.)
Experience with development of any of the following; Hadoop, Pig, MapReduce, or HDFS
Requirements:
TS/SCI with a Polygraph
Looking for junior, mid and senior-level data scientists
The benefits:
Rewarding your hard work: Referrals, sign on, profit sharing, quarterly awards… need we go on?
Generous training budget: Designed by you.
PTO that has your back: For the families and the unbounded adventures, from furloughs to inclement weather, we are there.
Top notch health care and 401k package: If these drive you, this is your stop.
Something always going on: Team lunches, happy hours, fantasy leagues, game nights, homebrew competitions and monthly family events.
We support innovation: Got an idea? Want to learn something new? Whatever it is we will help see it through.
About Fortego
Fortego helps solve some of the most difficult cyber issues the world faces today. Our employees spend their working hours deep in the trenches handling the most critical and exciting challenges on the national security front. As for the other hours of the day, you will find Fortego employees kicking back and enjoying benefits that span from family activities to sporting events, supporting veterans in the community, and exploring new tech.

Fortego is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",5.0,"Fortego
5.0","Columbia, MD",-1,51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,75,127,101.0,Fortego,MD,0,10,1,0,0,0,0,1
Data Scientist,$75K-$127K (Glassdoor Est.),"Works directly with the Program Director for Data Science to advance data science strategy and programs. Works collaboratively with both Information Technology members and the clinical community to evaluate and implement data science projects, systems and initiatives at both the department and the enterprise level. Ensures that these projects and their outputs enhance clinical quality, patient safety, and institutional efficiency, focusing on all aspects of data science, including data gathering and wrangling, exploratory data analysis, data modeling and machine learning, and model implementation and evaluation. Provides expertise on mathematical concepts for the broader applied analytics team.

Responsibilities
Candidate will use SQL, power pivot, excel, pyramid analytics and/or other similar software to analyze data to support business decisions.
Effectively collaborates with others to identify/clarify data needs, operationalize data elements, and format/display the data in order for it to become useful.
Qualified candidates will be able to develop computer code to support data modeling and simulation/resampling techniques and to store, manipulate, transform or present information/data.
Develop, analyze and present data model and modeling results to the customer.
Qualifications
Degree from an accredited college or university in Computer Science, Information Systems, a Physical Science, Engineering or a Mathematics-Intensive discipline.
Bachelor's degree and 6 years of experience, or Master's and 4 years of experience, or PhD and 2 years of general IT experience (including formal training and 1 years experience in Business Process Reengineering (BPR) methods, plus 1 year training and experience in enterprise applications).
Applicable training certificate from an accredited training institution.
Qualified candidates will possess substantial knowledge useful in managing large, complex AIS projects, closely related to the work to be automated.
Powered by JazzHR",4.0,"Latitude, Inc.
4.0","Baltimore, MD",-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,75,127,101.0,"Latitude, Inc.",MD,0,-1,0,0,0,0,0,1
"Lead Data Analyst, Consumer Experience",$75K-$127K (Glassdoor Est.),"Chime is the largest and fastest-growing player in the challenger-banking space, providing mobile and online banking technology in the U.S. on behalf of partner banks and facilitating over 10M accounts with no physical branches. We're a technology company relentlessly focused on helping our members achieve financial peace of mind. That's why we offer access to an award-winning bank account that doesn't charge a ton of traditional bank fees, can give members early access to their paychecks, and enables members to grow their savings automatically. And we're just getting started. We are proud of our mission, devoted to our members, and passionate about applying technology to the challenge of making financial health a reality for everyone.

We have one of the most experienced management teams in Fintech and have raised over $800M in funding from DST, General Atlantic, Iconiq, Coatue, Dragoneer, Menlo, Access, Forerunner, and others. If you're looking to join a fast-growing company with a beloved, daily-use product and an authentic mission that puts people first, we want to meet you.

About the Role

As a Lead Analyst, you will be responsible for the success of multiple work streams across our consumer product with a focus on the Move Money product experience. You will act as a mentor and manager to your fellow teammates and lead the standardization of our analytical processes and project delivery methods. You'll use data to develop insights, run experiments, and guide decision making with the goal of building consumer experiences and features to delight and solve our members' issues.

Responsibilities
Define key metrics used to measure the success of our consumer banking experiences and products and develop dashboards to surface insights to drive decision making
Build a deeper understanding of our members needs and use predictive analytics to develop strategic product and business opportunities for Chime
Closely partner with product, engineering and operations to translate your data insights into product features or recommendations; you will partner with product to drive roadmap development
Oversee and help to define the work of other members of the team to ensure consistent delivery of high quality outputs
Lead experimentation by providing guidance on the experiments that should be run, how they should be run, and evaluating the impact on our key metrics
Foster a data-driven, test-and-learn culture with your passion for telling stories with data
Requirements
A quantitative degree in a field like Statistics, Economics, Mathematics, Operations Research or Engineering. Advanced degrees preferred
7+ years in analytics. B2C product analytics and FinTech experience preferred
2+ years direct or indirect management experience overseeing the work of 2-4 team members
Advanced SQL skills - familiarity with window functions and query optimization
High level of comfort delivering reporting and insights within a data visualization platform (eg Looker, Tableau)
Exposure with a scripting language like Python or R and relevant data science packages
Proven experience with data science, experimentation and statistical analysis used to guide decision making.
Excellent communication skills, a record of working cross-functionally to achieve results.
What we offer
Competitive salary based on experience, medical and dental benefits, as well as a 401k match.
Free snacks and drinks, plus weekly catered lunches (when back in office!).
Flexible vacation policy.
Monthly happy hours and company events.
A challenging and fulfilling opportunity to join one of the most experienced teams in FinTech and help create a completely new kind of banking service.
We know great work isn't done alone. We're building a team of individuals to Chime in with their different strengths to benefit our employees and members. We strongly believe that different backgrounds and ideas are a competitive advantage; we hire candidates of any race, color, ancestry, religion, sex, national origin, sexual orientation, gender identity, age, marital or family status, disability, Veteran status, and any other status. Chime is proud to be an Equal Opportunity Employer and will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance. If you have a disability or special need that requires accommodation, please let us know. To learn more about how Chime collects and uses your personal information during the application process, please see the Chime Applicant Privacy Notice.",4.8,"Chime
4.8","San Francisco, CA",-1,201 to 500 Employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,75,127,101.0,Chime,CA,0,7,1,0,0,0,0,1
Senior Data Analyst,$75K-$127K (Glassdoor Est.),"About Us

Born out of frustration with the traditional cash register business, ShopKeep was designed by a retailer with a noble aim: to empower independent business owners from the nightmare of archaic point of sale systems, and replace it with something beautiful, simple and affordable. It turned out that by doing this, we were giving our fellow merchants a fighting chance against the big guys. So we kept doing it.

Today, our mission is simple: Empower independent business owners to dream big and fight smart. We're doing this by disrupting the industry through our cloud-based architecture, amazing customer care and intuitive software that delivers the data small business owners need to run a smarter business.

At ShopKeep, we've been successful because of our awesome team that believes small businesses make up the heart of our communities.

About This Role

As a Senior Data Analyst you'll help leverage our vast amounts of data to inform actionable insights and data-driven decisions. We're a start-up with a huge opportunity in front of us and we are looking for an awesome person to join the Data team. We want someone who embraces aggressive goals, works hard to achieve them, thrives in uncertainty and brings passion to their work.

What You Will Do
Build and maintain new data models to answer questions and provide visibility for various teams throughout the organization
Make a measurable contribution to our internal analytics platform
Automate manual processes in order to increase efficiency and provide more time for analysis
Partner with business users to help them make smarter decisions
Analyze data to understand key trends and drivers of performance
Develop and present actionable insights to help inform decision-making
What You Need
3 - 5 years of experience working with large amounts of data, including building, managing and working with databases (SQL, Redshift, etc) and using analytical tools (Looker, Tableau, etc).
Advanced SQL skills
Demonstrated problem solving skills
Strong attention to detail and able to effectively prioritize and manage multiple priorities
Ability to navigate ambiguity and a strong drive to succeed
Ability to learn quickly and thrive in a fast-paced changing environment
Excellent written and verbal communication skills
Benefits


We provide the essentials…
Medical, Dental, and Vision Insurance
Flexible Paid Time Off (PTO)
Commuter Benefits
401k Match
...and the fun-damentals:
Lively and enriching Engineering culture
Regularly scheduled hackathons, meetups and Tech Talks
Opportunity to attend Engineering Conferences, thanks to our generous company conference budget
Newsletters produced by Engineering teams
Cross-office collaboration between our NYC and Belfast teams with the opportunity to travel to our different offices
Regular team events, including Happy Hours and Game Nights
Catered lunches
Break area to play and relax
Standing desks
Meditation Sessions
And more to come as we work on ideas to help us keep the community feel connected while working remote
ShopKeep is an Equal Opportunity Employer

We are an Equal Opportunities Employer. We don't discriminate based on gender, gender identity, sexual orientation, race, nationality, or any other individual characteristics. We practice equality of opportunity in employment and select the best person for the job.",3.5,"ShopKeep
3.5","New York, NY",-1,201 to 500 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,75,127,101.0,ShopKeep,NY,0,12,0,0,0,0,0,1
Data Scientist,$75K-$127K (Glassdoor Est.),"The Data Scientist position is a full-time employment opportunity on the Advanced Analytics team. The Advanced Analytics team champions data as a strategic asset and driver of innovation. The team under Zovio’s Business Insights group is responsible for providing solutions that utilize critical thinking, analysis, visualization, and modeling. The Data Scientist is responsible for working on end to end analyses and predictive modeling efforts with some support.
Use a hypothesis-driven approach to solve problems and address business questions, in order to rapidly test/iterate exploratory analyses that identify insights and opportunities
Provide management rigorous insights based on analysis of the data
Create, design, maintain, and update analyses and experiments on a daily, weekly, monthly, quarterly basis
Prepare analyses / models in a timely and accurate manner
Develop analyses / models based on the business requirements and investigative curiosity
Pull relevant data for analyses and modeling projects as needed
Support modeling initiatives as directed
Manage and QA work provided by junior team members
Mentor junior team members
Contribute to team knowledge sharing
Zovio is an education technology services company that partners with higher education institutions and employers to deliver innovative, personalized solutions to help learners and leaders achieve their aspirations. Zovio leverages its core strengths and applies its technology and capabilities to priority market needs. Using advanced data and analytics, Zovio identifies the most meaningful ways to enhance the learner experience and deliver strong outcomes for higher education institutions, employers, and learners.

Zovio’s purpose is to help everyone be in a class of their own.

Our Commitments

Truly Personalized

Using data and analytics to power radically innovative experiences that are simple, predictive, and tailored to every individual.

At Life Speed

In tune with real life, creating platforms that are accessible, convenient, and that meet people where they are.

Activating Ambition

Helping people make progress in their lives by solving the problems that matter with empathy and intelligence.

Our Culture

We are ambitious individuals coming together to create bold solutions for a brighter future. We put our people first, and value different ways of thinking.

Passion | Bring it.

We take pride in what we do and have fun doing it.

Innovation | Ignite bold ideas.

We challenge the traditional way of thinking.

Teamwork | Our teams work.

We share knowledge to get the best solutions.",3.0,"Zovio
3.0","Chandler, AZ",-1,1001 to 5000 Employees,2004,Company - Public,Colleges & Universities,Education,$100 to $500 million (USD),-1,75,127,101.0,Zovio,AZ,0,16,0,0,0,0,0,0
Data Engineer,$75K-$127K (Glassdoor Est.),"Data Engineer
Location


Atlanta - Midtown

Department


Systems Architecture Enterprise

Employment duration


Full time

Apply Now

Work at Purchasing Power


Purchasing Power is a fantastic place to work because: Purchasing Power was founded on the belief that we could empower people and provide the means for them to obtain the small (and sometimes big!) things that improve the quality of their lives.

Data Engineer

Purchasing Power, Atlanta, GA (Midtown Location)

Data Engineer

Purchasing Power one of Atlanta’s fastest-growing e-retailers is seeking a Data Engineer to join our team in Atlanta, GA. In this role, the selected candidate will be responsible for all aspects of the design and implementation of mid-to-large scale enterprise projects by delivering data pipelines in a cloud environment and will report directly to the Data Architect. The Data Engineer will be responsible for consistently analyzing and maintaining our AWS cluster for our data warehouse. In this role, you will maintain the data pipeline and ensure that data lineages are kept up to date.

What you’ll do (Duties)
Work with enterprise/application/solution architects, product architects, product owners, data scientists, and engineers to bring big data and data science R&D projects into Production.
Deliver “hands-on” design expertise in support of the Purchasing Power Environment. Looking for Data Architects/Engineers to build, optimize, and maintain conceptual and logical database models.
Develops and maintains scalable data pipelines and builds out integrations to support continuing increases in data volume and complexity.
Demonstrate technical expertise in enterprise-level cloud data architecture and advance analytic solutions
Understanding of conceptual, logical, and physical architectures for cloud-based data solutions – AWS preferred.
Develop end-to-end cloud data solutions including architecture, infrastructure, storage, data model, ETL/ELT, and consumption
Lead the technical design and solution of migrating on-premise legacy data solutions to cloud-based data platforms. Again, AWS is our preferred cloud infrastructure and would prefer somebody with extensive AWS experience in EC2 and Redshift.
Define best practices and frameworks for capabilities across the data and analytics landscape.
Designs and evaluates open source and vendor tools for data lineage
Works closely with all business units and engineering teams to develop a strategy for long term data platform architecture.
Provide visionary leadership for projects related to Big Data technologies and software development support for client research projects
Establishes and participates in data management processes including data lineage, data profiling, data quality management, data stewardship, and governance.
Document the architecture and architectural decisions related to the assigned application portfolio.
Develop highly scalable and extensible data platforms/warehouses which enable the collection, storage, modeling, and analysis of massive data sets
Requirements
Experience with Java/J2EE technologies and other web technologies.
Experience working with a data pipeline in the cloud (AWS highly preferred).
Kafka, Spark, Zookeeper, Kafka Connect, Oracle, Dremio, Redshift, Elastic Search, and other open source technologies are a requirement.
Data Visualization: any of Tableau, PowerBI, QlikView, Domo
Data Ingestion framework: Confluent platform including Kafka, Kafka connect, Schema Registry
Database Platforms (DBaaS): Snowflake, RedShift, Azure SQL DW, Azure SQL DB, Big Query
At least 3-5 years of dimensional data modeling
Strong Scripting skills in Python and shell scripting.
In-depth understanding of database structure principles
Familiarity with data visualization tools
Strong interpersonal and management skills.
Excellent verbal and written communication skills.
Good understanding of SDLC process.
Experience working in public cloud environments, i.e. AWS
Enterprise Database: Oracle, DB2, SQL Server, Mongo DB, NoSQL, Dynamo DB
Retail industry knowledge and experience required
Source control knowledge: GitHub
Agile / Scrum experience preferred
To be able to work in a fast-paced agile development environment
B.Sc in Computer Science preferred
Nice To have but not required: ML, AI,
Must have Elastic Search experience
Why Purchasing Power?

We are the leading specialty e-retailer offering consumer products, vacations and online education services through an easy and convenient payment plan. Our customers love us because we make paying for their purchases stress- and hassle-free. The automatic payments help them to avoid penalty fees and ballooning interest associated with other payment options. While the fixed payment duration options empower them to budget more efficiently. Ours is a revolutionary e-commerce experience that gives customers access to a better life combined with a responsible way to buy.

Purchasing Power is ‘Powering People to a Better Life™’ through its employee purchase program, financial literacy efforts and charitable contributions.

For more information, visit www.PurchasingPower.com
Our people! We are very proud of our people, we “Power People to a better life”
100% company paid benefits for employees
Kitchen stocked with gourmet coffee, teas and free snacks
Casual work environment
Summer Hours
Flexible PTO
Top of the line hardware
Purchasing Power is an equal opportunity employer. At Purchasing Power, we make all employment decisions, which include hiring, promoting, transferring, demoting, evaluating, compensating and separating, without regard to sex, sexual orientation, gender identity, race, color, religion, age, national origin, pregnancy, citizenship, disability, service in the uniform services, or any other classification protected by federal, state or local law.",2.5,"Purchasing Power
2.5","Atlanta, GA",-1,201 to 500 Employees,2001,Company - Private,Financial Transaction Processing,Finance,$100 to $500 million (USD),-1,75,127,101.0,Purchasing Power,GA,0,19,1,0,0,1,1,1
Data Scientist,$75K-$127K (Glassdoor Est.),"When youre the best, were the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.

Summary:

In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.

Responsibilities:

Provide analysis to identify critical issues/questions around member performance.
Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.
Generate hypotheses and analyze data to test and interpret results.
Design and develop data models to predict member outcomes or future impact of key member decisions.
Communicate findings from exploratory and predictive data analysis broadly to team and leaders.
Identify improvement opportunities in reporting and BI tools and collaborate with Products Technology to implement enhancements.
Serve as the resident data expert and share best practices/approaches for statistics, machine learning techniques, data modeling, simulation and advanced mathematics.
Collaborate with key leaders and clinicians to build analytical acumen across all analytic roles in the organization.

Qualifications:

Relevant degree preferred. Advanced degree a plus.
5 or more years of relevant work experience.
Proficient programming experience using SAS/Python/R.
Demonstrated ability to manage large disparate data sets and using quantitative and qualitative analysis.
Experience effectively communicating and presenting data to a variety of audiences required.
Experience working with health care administrative claims data (ICD-10, MS-DRG, CPT/HCPCS) or electronic medical record data tools (Epic Clarity/Caboodle, Cerner CCL-Discern/PowerInsight) strongly preferred.

#LI-DM

Equal Opportunity Employer: Females/Minorities/Veterans/Individuals with Disabilities

The Company is committed to equal employment opportunity to all employees and applicants without regard to race, religion, color, gender identity, ethnicity, age, national origin, sexual orientation, disability status, veteran status or any other category protected by applicable law.",3.7,"Vizient, Inc.
3.7","Chicago, IL",-1,1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,75,127,101.0,"Vizient, Inc.",IL,0,43,1,0,0,0,0,0
Data Scientist,$75K-$127K (Glassdoor Est.),"We are adding a Data Scientist to our team supporting the
National Ground Intelligence Center (NGIC) in Charlottesville,
VA. As a member of this team, you will be working to innovate the
Army Intel open-source capabilities and programs. You will
develop, transform, and model data to improve decision
making, leverage experience with data extraction and manipulation
of data
sets; create workflows and predictive models for end-users using
system
tools, and conduct statistical analysis on data to ensure correct
predictive
forecasting. This role will manage the analytics request process
by capturing
requirements and be responsible for the creation and maintenance
of surveys and
deciphering survey analytics. We're looking for a problem-solver
who can help strategize new ways to use and analyze existing
data.

On a day to day basis you will:
Develop and investigate advanced, complex
algorithms and scientific solutions to complex technical problems
Plan and execute research of complex scope
regularly involving multiple disciplines
Perform technical targeting directly supporting
the mission
Deliver mission-focused innovation
Provide project management reporting and
documentation
Provide updates to internal Program Management
Brief customers regularly on various issues/concepts
Establish relationships with current and
potential customers
Perform daily tasks with minimal oversight
Required Experience/Qualifications:
BA or MS in Software Engineering, Science,
Mathematics, or similar OR equivalent combination of education
and experience
5-7 years of experience in data science,
advanced analytics, machine learning, statistics
Experience with machine learning (e.g. decision
trees, topic modeling, neural networks/deep learning, natural
language
processing)
Experience with optimization, simulation,
modeling, network science and structured analytics
Experience with sampling, collecting, computing,
analyzing statistical data, and scripting and data analysis in R
or Python
Strong communication skills
Experience with traditional data science methods
and techniques for testing hypotheses, identifying outliers, and
creating customer-tailored
algorithms
Current TS/SCI required
Mount indie is an Equal Opportunity Employer. We celebrate
diversity, respect and seek to empower each individual and
support the diverse cultures, perspectives, skills and
experiences within our company. Mount Indie's commitment is to
create an inclusive environment for all employees",5.0,"Mount Indie
5.0","Charlottesville, VA",-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1,75,127,101.0,Mount Indie,VA,0,-1,1,0,0,0,0,0
Data Scientist,$75K-$127K (Glassdoor Est.),"Our Advanced Data Analytics division in Reston, VA is seeking a talented Data Scientist for R&D projects with large amounts of complex data. As a Data Scientist you will be responsible for designing, implementing, and analyzing the results of innovative solutions to clients’ challenging machine learning and data mining problems. Applicants interested in applying only off-the-shelf solutions need not apply. Project teams are small, typically 2-5 people including Data Scientists, Mathematicians, and Software Developers. Each person is involved in the project’s entire process, from concept through design and implementation to demonstration. Our management structure gives you the freedom to create innovative designs and products. The ideal candidate will have experience writing well-documented, maintainable, and extensible software and APIs.

Bachelor’s or Master’s degree in Machine Learning, Data Science, Computer Science, Mathematics, Statistics, or a related field
Significant experience developing and knowledge of best practices for evaluating innovative, scalable anomaly detection, classification, recommendation, and related algorithms
Significant programming experience in Python, Java, Scala, or R
Experience with machine learning software libraries such as scikit-learn and Weka
Understanding of deep learning algorithms and experience with related libraries such as TensorFlow, Torch, and Deeplearning4j a plus
Experience with big data tools such as Apache Spark, Mahout, or Storm a plus
Experience with NLP (Natural Language Processing) a plus
Ability to communicate algorithm design, performance metrics, and data analyses in written and oral reports
US CITIZENSHIP REQUIRED; applicants selected will be subject to a security investigation and will need to meet eligibility requirements for access to classified information
Position Location: Reston, VA
All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or protected veteran status. Metron takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
VEVRAA Federal Contractor",3.4,"Metron, Inc.
3.4","Reston, VA",-1,201 to 500 Employees,1982,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,75,127,101.0,"Metron, Inc.",VA,0,38,1,0,0,1,0,0
Data Scientist,$75K-$127K (Glassdoor Est.),"Klaviyo is growing fast and we have openings for all skill levels across data science. Listen to our data science team podcast at https://medium.com/klaviyo-data-science and learn more about our technical culture at https://klaviyo.tech

Our data science team takes ideas from inception to new machine learning-powered features that ship to our hundreds of thousands of users. You'll be central to creating features that help our customers learn and grow from their data. For this role, we're looking for people who are strong at math, modeling, experimental design and putting themselves in the shoes of customers. We look for people who are interested in all aspects of what it takes to go from idea to generally available feature, even though your strengths and experience may fall primarily in one area.

The ideal candidate has a background in data science, statistics and machine learning and has done work ranging from exploratory analysis to training and deploying models. We use a wide variety of data mining and machine learning algorithms. The right candidate will have both a solid fundamental understanding and deep practical experience with at least a few modeling and machine learning techniques.

You should have experience building models that are used by people to make better decisions. We're focused on shipping early and often. We prefer iterative solutions that are incrementally better to the perfect solution.

How you will make a difference:
Analyze large data sets (we're collecting billions of individual actions every month).
Build models and ship products that enable businesses to grow faster and communicate with their customers.
Democratize and open up that technology to everyone.
Match the right assumptions and models to the right problem.
Measure and know what impact your models had on the decisions people made -- e.g. did they outperform the previous best model or a human decision maker?
Who you are:
Possess a strong fundamental understanding and deep experience with at least some machine learning algorithms (e.g. regressions, decision trees, k-means clustering, neural networks).
Understand Bayesian modeling techniques.
Are capable of analyzing data and making rigorous statements about what can or cannot be concluded.
Have experience designing and implementing model performance/validation assessments.
Have a background in statistics and understand different distributions and the conditions under which they're valid.
Know how code and have used data science tools and packages.
Have demonstrated a measurable impact based on the models you've created. It's not always easy getting a model correct and we love talking about places we got stuck and working as a team to think through ideas that could unblock us.
Have a desire to ship features powered by data science (in other words, you're excited by both upfront research and actually getting models into production at cloud scale).
Bachelor's or advanced degree in statistics, applied mathematics, computer science or other relevant quantitative discipline, or equivalent industry experience.
Get to know Klaviyo
Klaviyo is the world's leading owned marketing platform known for accelerating revenue for online businesses using the channels they own like email, web, and mobile. Enabling companies to leverage these owned marketing channels, Klaviyo makes it easy to store, access, analyze and use transactional and behavioral data to power highly-targeted customer and prospect communications. And unlike other marketing platforms, Klaviyo doesn't force companies to compromise between advanced functionality or ease of use - so companies of all sizes are able to maximize their sales quickly. That's why over 45,000+ innovative companies like Unilever, Custom Ink and Eventbrite sell more with Klaviyo.",4.8,"Klaviyo
4.8","Boston, MA",-1,201 to 500 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,75,127,101.0,Klaviyo,MA,0,8,0,0,0,0,0,0
Data Scientist,$75K-$127K (Glassdoor Est.),"Bridges is expanding, and we are seeking a Data Scientist with an in-depth understanding of applying statistical, regression, and predictive analysis techniques.

Why Join Bridges?
We have a small company feel with big company opportunities.
We solve the Nation’s most difficult intelligence challenges by delivering trusted cyber security and shaping big data into confident decisions.
In today’s cyber battleground, our team of elite experts makes Bridges an industry pacesetter and agile innovator that delivers success as a trusted partner.
Our employees are like family. We focus on maintaining our culture and values of commitment, integrity, respect, and courage.
We take care of our family with benefits and compensation packages worth bragging about.
We believe in developing our people, so we pay for your certifications in addition to an annual training stipend. We have a training initiative for ongoing Azure and AWS certifications, and we develop individual, custom training plans
Most important, we have fun!

Required Qualifications:
***Active TS/SCI w/ Polygraph Clearance***
Background in machine learning and statistical analysis
Experience with building, tuning, and testing predictive models
Experience developing, evaluating, and maturing both supervised and unsupervised algorithms
Experience creating analytic charts and dashboards
Splunk Analytic skills is a plus
Candidate should have at least several of the below skills:
Elasticsearch/Splunk
RegEx
Machine learning
Natural Language Processing
Regression and predictive analysis
Python
Matlab or R
SQL or Mongo
Metric Database (Grafana/Graphite/InfluxDB)",3.7,"BRIDGES Inc.
3.7","Laurel, MD",-1,51 to 200 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,75,127,101.0,BRIDGES Inc.,MD,0,20,1,0,0,0,1,0
Data Scientist,$75K-$127K (Glassdoor Est.),"ASCEND transforms real-world data from the interdependent domains of health, education, income, social conditions, and well-being through the use of analytics and dynamic social networks. These advanced knowledge networks link human data to better understand and improve life. We bring life to data.

ASCEND provides a flexible work environment in a team-first corporate culture. Yes, that means you can work from home (or the local coffee shop). We also provide competitive benefits, professional development, and the opportunity for interesting work with the latest and greatest technologies. If you are selected to join ASCEND, you will be among the best of the best in our industry and become a key member of our dynamic, high-performing team.

Job Profile
The Data Scientist of ASCEND will develop capabilities for our family of products and support our clients.

Producing high-quality analytical reports and dashboards for clients and internal senior leaders/decision makers
Planning, organizing, and leading analysis efforts, including the collection, analysis, and layering of both internal and external business information
Using Superset, Metabase, Power BI or Tableau to connect to data sources and develop data visualizations to communicate key metrics to create insightful analyses
Authoring and producing a variety of analytical products in varying mediums that are tailored for the intended audience
Maintaining and improving operational reports
Monitoring and improving internal data collection methods to refine and grow reporting and analysis capabilities

Education, Knowledge, and Experience
Masters Degree in Statistics, Biostatistics or related field, with a solid foundation in both theoretical and applied statistics.
5+ years of experience with the development of business metrics, operational reports, and market trends
3+ years of experience with data visualization tools, including SuperSet, Metabase, PowerBI and Tableau
3+ years of experience with query writing in SQL database
Experience with gathering, filtering, and categorizing large amounts of data, analyzing and synthesizing information to identify business trends and critical issues, and developing conclusions and formulating recommendations
Experience with using Microsoft Office software to produce high-quality analytical products and reports, including Word, Excel, and PowerPoint
Experience with database management and administration
Skills
Ability to work in a fast-paced and collaborative environment, adapt to changing demandsand priorities, and execute against ambiguous direction
Ability to pay strict attention to detail
Strong project management skills for leading short and long-term efforts
Strong interpersonal skills for developing and maintaining relationships at all levels within the organization
Strong oral and written communication skills to manage client expectations, shape and scope assignments, and deliver articulate and succinct executive-level briefings
Supervisory Responsibility
N/A
Physical Demands
N/A
Expected Hours of Work
This is a full-time position. Occasional evening and weekend work may be required as job duties demand.
Travel
N/A
AAP/EEO Statement
ASCEND, LLC is an Equal Opportunity/Affirmative Action Employer (M/F/Disability/Veterans).

Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.",3.3,"ASCEND
3.3","Columbia, MD",-1,51 to 200 Employees,-1,Subsidiary or Business Segment,Consulting,Business Services,$5 to $10 million (USD),-1,75,127,101.0,ASCEND,MD,0,-1,0,0,0,0,0,1
